Number,Movie,IMDB-link,Bechdel-Rating,Release-Year,Directors,Writers
6086,The Naked Gun: From the Files of Police Squad!  ,http://us.imdb.com/title/tt0095705/,1,1988,['David Zucker'],"['Jerry Zucker', 'Jim Abrahams']"
6087,Oliver & Company  ,http://us.imdb.com/title/tt0095776/,2,1988,['George Scribner'],"['Jim Cox', 'Tim Disney']"
6088,Police Academy 5: Assignment: Miami Beach ,http://us.imdb.com/title/tt0095882/,1,1988,['Alan Myerson'],"['Neal Israel', 'Pat Proft']"
6089,Poltergeist III  ,http://us.imdb.com/title/tt0095889/,3,1988,['Gary Sherman'],"['Gary Sherman', 'Brian Taggert']"
6090,Pumpkinhead  ,http://us.imdb.com/title/tt0095925/,3,1988,['Stan Winston'],"['Ed Justin', 'Mark Patrick Carducci']"
6091,Rain Man  ,http://us.imdb.com/title/tt0095953/,1,1988,['Barry Levinson'],"['Barry Morrow', 'Ronald Bass']"
6092,Remando al viento [Rowing with the Wind] ,http://us.imdb.com/title/tt0093840/,2,1988,['Gonzalo Suárez'],['Gonzalo Suárez']
6093,Rock 'n' Roll Mom  ,http://us.imdb.com/title/tt0096001/,3,None,['Michael Schultz'],['Gen LeRoy']
6094,Satisfaction ,http://us.imdb.com/title/tt0096037/,3,1988,['Joan Freeman'],['Charles Purpura']
6095,Scooby-Doo and the Ghoul School  ,http://us.imdb.com/title/tt0189071/,3,1988,"['Charles A. Nichols', 'Ray Patterson']",['Glenn Leopold']
6096,Scrooged  ,http://us.imdb.com/title/tt0096061/,3,1988,['Richard Donner'],"['Mitch Glazer', ""Michael O'Donoghue""]"
6097,Spoorloos ,http://us.imdb.com/title/tt0096163/,1,1988,['George Sluizer'],"['Tim Krabbé', 'Tim Krabbé']"
6098,Sticky Fingers  ,http://us.imdb.com/title/tt0096176/,3,1988,['Catlin Adams'],"['Catlin Adams', 'Melanie Mayron']"
6099,They Live  ,http://us.imdb.com/title/tt0096256/,0,1988,['John Carpenter'],"['Ray Nelson', 'John Carpenter']"
6100,Tonari no Totoro  ,http://us.imdb.com/title/tt0096283/,3,1988,['Hayao Miyazaki'],['Hayao Miyazaki']
6101,Torch Song Trilogy  ,http://us.imdb.com/title/tt0096289/,1,1988,['Paul Bogart'],"['Harvey Fierstein', 'Harvey Fierstein']"
6102,Twins  ,http://us.imdb.com/title/tt0096320/,3,1988,['Ivan Reitman'],"['William Davies', 'William Osborne']"
6103,Two Moon Junction  ,http://us.imdb.com/title/tt0096324/,3,1988,['Zalman King'],"['Zalman King', 'Macgregor Douglas']"
6104,Who Framed Roger Rabbit ,http://us.imdb.com/title/tt0096438/,1,1988,['Robert Zemeckis'],"['Gary K. Wolf', 'Jeffrey Price']"
6105,Willow  ,http://us.imdb.com/title/tt0096446/,3,1988,['Ron Howard'],"['George Lucas', 'Bob Dolman']"
6106,Women on the Verge of a Nervous Breakdown  ,http://us.imdb.com/title/tt0095675/,3,1988,['Pedro Almodóvar'],['Pedro Almodóvar']
6107,Wong gok ka moon  ,http://us.imdb.com/title/tt0096461/,0,1988,['Kar-Wai Wong'],"['Jeffrey Lau', 'Kar-Wai Wong']"
6108,Working Girl  ,http://us.imdb.com/title/tt0096463/,3,1988,['Mike Nichols'],['Kevin Wade']
6109,World Gone Wild  ,http://us.imdb.com/title/tt0096465/,3,1987,['Lee H. Katzin'],['Jorge Zamacona']
6110,Young Guns  ,http://us.imdb.com/title/tt0096487/,1,1988,['Christopher Cain'],['John Fusco']
6111,3 Men and a Baby  ,http://us.imdb.com/title/tt0094137/,1,1987,['Leonard Nimoy'],"['Coline Serreau', 'James Orr']"
6112,84 Charing Cross Road  ,http://us.imdb.com/title/tt0090570/,3,1987,['David Hugh Jones'],"['Helene Hanff', 'James Roose-Evans']"
6113,A Nightmare on Elm Street 3: Dream Warriors  ,http://us.imdb.com/title/tt0093629/,3,1987,['Chuck Russell'],"['Wes Craven', 'Bruce Wagner']"
6114,Adventures in Babysitting  ,http://us.imdb.com/title/tt0092513/,3,1987,['Chris Columbus'],['David Simkins']
6115,Angel Heart ,http://us.imdb.com/title/tt0092563/,1,1987,['Alan Parker'],"['William Hjortsberg', 'Alan Parker']"
6116,Around the World in Eighty Ways  ,http://us.imdb.com/title/tt0092581/,3,1988,['Stephen MacLean'],"['Paul Leadon', 'Stephen MacLean']"
6117,Au Revoir Les Enfants ,http://us.imdb.com/title/tt0092593/,1,1987,['Louis Malle'],"['Louis Malle', 'Louis Malle']"
6118,Babette's Feast  ,http://us.imdb.com/title/tt0092603/,3,1987,['Gabriel Axel'],"['Karen Blixen', 'Gabriel Axel']"
6119,Baby Boom  ,http://us.imdb.com/title/tt0092605/,3,1987,['Charles Shyer'],"['Nancy Meyers', 'Charles Shyer']"
6120,Bad Taste ,http://us.imdb.com/title/tt0092610/,0,1987,['Peter Jackson'],"['Peter Jackson', 'Tony Hiles']"
6121,Bagdad Cafe ,http://us.imdb.com/title/tt0095801/,3,1987,['Percy Adlon'],"['Eleonore Adlon', 'Percy Adlon']"
6122,Barbie and the Rockers: Out of This World  ,http://us.imdb.com/title/tt0313254/,3,1987,['Bernard Deyriès'],['Martha Moran']
6123,Beverly Hills Cop II  ,http://us.imdb.com/title/tt0092644/,1,1987,['Tony Scott'],"['Danilo Bach', 'Daniel Petrie Jr.']"
6124,Black Widow  ,http://us.imdb.com/title/tt0090738/,3,1987,['Bob Rafelson'],['Ronald Bass']
6125,Broadcast News  ,http://us.imdb.com/title/tt0092699/,3,1987,['James L. Brooks'],['James L. Brooks']
6126,The Chipmunk Adventure  ,http://us.imdb.com/title/tt0092752/,3,1987,['Janice Karman'],"['Janice Karman', 'Ross Bagdasarian Jr.']"
6127,Creepshow 2  ,http://us.imdb.com/title/tt0092796/,3,1987,['Michael Gornick'],"['Stephen King', 'George A. Romero']"
6128,Dirty Dancing  ,http://us.imdb.com/title/tt0092890/,3,1987,['Emile Ardolino'],['Eleanor Bergstein']
6129,Dragnet  ,http://us.imdb.com/title/tt0092925/,3,1987,['Tom Mankiewicz'],"['Dan Aykroyd', 'Alan Zweibel']"
6130,El bosque animado  ,http://us.imdb.com/title/tt0092693/,3,1987,['José Luis Cuerda'],"['Wenceslao Fernández Flórez', 'Rafael Azcona']"
6131,Empire of the Sun  ,http://us.imdb.com/title/tt0092965/,1,1987,['Steven Spielberg'],"['Tom Stoppard', 'J.G. Ballard']"
6132,Epidemic ,http://us.imdb.com/title/tt0092972/,1,1987,['Lars von Trier'],"['Lars von Trier', 'Niels Vørsel']"
6133,Evil Dead II  ,http://us.imdb.com/title/tt0092991/,3,1987,['Sam Raimi'],"['Sam Raimi', 'Scott Spiegel']"
6134,Fatal Attraction  ,http://us.imdb.com/title/tt0093010/,3,1987,['Adrian Lyne'],"['James Dearden', 'James Dearden']"
6135,Fatal Beauty ,http://us.imdb.com/title/tt0093011/,2,1987,['Tom Holland'],"['Bill Svanoe', 'Hilary Henkin']"
6136,Full Metal Jacket  ,http://us.imdb.com/title/tt0093058/,0,1987,['Stanley Kubrick'],"['Stanley Kubrick', 'Michael Herr']"
6137,The Gate  ,http://us.imdb.com/title/tt0093075/,2,1987,['Tibor Takács'],['Michael Nankin']
6138,"Good Morning, Vietnam ",http://us.imdb.com/title/tt0093105/,1,1987,['Barry Levinson'],['Mitch Markowitz']
6139,Hansel and Gretel  ,http://us.imdb.com/title/tt0093144/,3,1987,['Len Talan'],"['Jacob Grimm', 'Wilhelm Grimm']"
6140,Hard Ticket to Hawaii  ,http://us.imdb.com/title/tt0093146/,3,1987,['Andy Sidaris'],['Andy Sidaris']
6141,Hellraiser  ,http://us.imdb.com/title/tt0093177/,3,1987,['Clive Barker'],['Clive Barker']
6142,High Tide  ,http://us.imdb.com/title/tt0095305/,3,1987,['Gillian Armstrong'],['Laura Jones']
6143,Hope and Glory  ,http://us.imdb.com/title/tt0093209/,3,1987,['John Boorman'],['John Boorman']
6144,House II: The Second Story  ,http://us.imdb.com/title/tt0093220/,3,1987,['Ethan Wiley'],"['Fred Dekker', 'Ethan Wiley']"
6145,House of Games  ,http://us.imdb.com/title/tt0093223/,3,1987,['David Mamet'],"['David Mamet', 'Jonathan Katz']"
6146,Housekeeping  ,http://us.imdb.com/title/tt0093225/,3,1987,['Bill Forsyth'],"['Marilynne Robinson', 'Bill Forsyth']"
6147,I've Heard the Mermaids Singing  ,http://us.imdb.com/title/tt0093239/,3,1987,['Patricia Rozema'],['Patricia Rozema']
6148,Jaws: The Revenge  ,http://us.imdb.com/title/tt0093300/,3,1987,['Joseph Sargent'],"['Peter Benchley', 'Michael De Guzman']"
6149,La ley del deseo ,http://us.imdb.com/title/tt0093412/,3,1987,['Pedro Almodóvar'],"['Pedro Almodóvar', 'Pedro Almodóvar']"
6150,The Last Emperor  ,http://us.imdb.com/title/tt0093389/,3,1987,['Bernardo Bertolucci'],"['Mark Peploe', 'Bernardo Bertolucci']"
6151,Lethal Weapon  ,http://us.imdb.com/title/tt0093409/,1,1987,['Richard Donner'],['Shane Black']
6152,Light of Day  ,http://us.imdb.com/title/tt0093415/,3,1987,['Paul Schrader'],['Paul Schrader']
6153,The Lost Boys  ,http://us.imdb.com/title/tt0093437/,1,1987,['Joel Schumacher'],"['Jan Fischer', 'James Jeremias']"
6154,Maurice  ,http://us.imdb.com/title/tt0093512/,2,1987,['James Ivory'],"['E.M. Forster', 'Kit Hesketh-Harvey']"
6155,Moonstruck  ,http://us.imdb.com/title/tt0093565/,3,1987,['Norman Jewison'],['John Patrick Shanley']
6156,Ngati  ,http://us.imdb.com/title/tt0093615/,3,1987,['Barry Barclay'],['Tama Poata']
6157,Nice Girls Don't Explode  ,http://us.imdb.com/title/tt0093617/,3,1987,['Chuck Martinez'],['Paul Harris']
6158,Outrageous Fortune  ,http://us.imdb.com/title/tt0093690/,3,1987,['Arthur Hiller'],['Leslie Dixon']
6159,Overboard  ,http://us.imdb.com/title/tt0093693/,3,1987,['Garry Marshall'],['Leslie Dixon']
6160,"Planes, Trains & Automobiles ",http://us.imdb.com/title/tt0093748/,1,1987,['John Hughes'],['John Hughes']
6161,Police Academy 4: Citizens on Patrol ,http://us.imdb.com/title/tt0093756/,1,1987,['Jim Drake'],"['Neal Israel', 'Pat Proft']"
6162,Predator ,http://us.imdb.com/title/tt0093773/,0,1987,['John McTiernan'],"['Jim Thomas', 'John Thomas']"
6163,Prince of Darkness  ,http://us.imdb.com/title/tt0093777/,3,1987,['John Carpenter'],['John Carpenter']
6164,The Princess Bride  ,http://us.imdb.com/title/tt0093779/,2,1987,['Rob Reiner'],"['William Goldman', 'William Goldman']"
6165,Radio Days  ,http://us.imdb.com/title/tt0093818/,1,1987,['Woody Allen'],['Woody Allen']
6166,Raising Arizona  ,http://us.imdb.com/title/tt0093822/,3,1987,"['Joel Coen', 'Ethan Coen']","['Ethan Coen', 'Joel Coen']"
6167,RoboCop  ,http://us.imdb.com/title/tt0093870/,1,1987,['Paul Verhoeven'],"['Edward Neumeier', 'Michael Miner']"
6168,The Secret of My Succe$s  ,http://us.imdb.com/title/tt0093936/,1,1987,['Herbert Ross'],"['Jim Cash', 'Jack Epps Jr.']"
6169,September ,http://us.imdb.com/title/tt0093940/,3,1987,['Woody Allen'],['Woody Allen']
6170,Spaceballs  ,http://us.imdb.com/title/tt0094012/,3,1987,['Mel Brooks'],"['Mel Brooks', 'Thomas Meehan']"
6171,Superman IV: The Quest for Peace  ,http://us.imdb.com/title/tt0094074/,3,1987,['Sidney J. Furie'],"['Jerry Siegel', 'Joe Shuster']"
6172,Swimming to Cambodia  ,http://us.imdb.com/title/tt0094089/,0,1987,['Jonathan Demme'],['Spalding Gray']
6173,Waiting for the Moon ,http://us.imdb.com/title/tt0094286/,3,None,['Jill Godmilow'],"['Jill Godmilow', 'Mark Magill']"
6174,The Whales Of August ,http://us.imdb.com/title/tt0094315/,3,1987,['Lindsay Anderson'],"['David Berry', 'David Berry']"
6175,Wings of Desire ,http://us.imdb.com/title/tt0093191/,0,1987,['Wim Wenders'],"['Wim Wenders', 'Peter Handke']"
6176,The Witches of Eastwick  ,http://us.imdb.com/title/tt0094332/,3,1987,['George Miller'],"['John Updike', 'Michael Cristofer']"
6177,Withnail & I  ,http://us.imdb.com/title/tt0094336/,1,1987,['Bruce Robinson'],['Bruce Robinson']
6178,The Wonderful Wizard of Oz  ,http://us.imdb.com/title/tt0098675/,3,1987,['Tim Reid'],"['Don Arioli', 'L. Frank Baum']"
6179,!Three Amigos! ,http://us.imdb.com/title/tt0092086/,2,1986,['John Landis'],"['Steve Martin', 'Lorne Michaels']"
6180,"'night, Mother ",http://us.imdb.com/title/tt0090556/,3,1986,['Tom Moore'],"['Marsha Norman', 'Marsha Norman']"
6181,The Adventures of Milo and Otis  ,http://us.imdb.com/title/tt0097050/,1,1986,['Masanori Hata'],"['Masanori Hata', 'Mark Saltzman']"
6182,Aliens   ,http://us.imdb.com/title/tt0090605/,3,1986,['James Cameron'],"['James Cameron', 'David Giler']"
6183,An American Tail  ,http://us.imdb.com/title/tt0090633/,3,1986,['Don Bluth'],"['Judy Freudberg', 'Tony Geiss']"
6184,April Fool's Day  ,http://us.imdb.com/title/tt0090655/,3,1986,['Fred Walton'],['Danilo Bach']
6185,Armed and Dangerous ,http://us.imdb.com/title/tt0090660/,1,1986,['Mark L. Lester'],"['Brian Grazer', 'Harold Ramis']"
6186,Asterix in Britain (Asterix chez les Bretons)  ,http://us.imdb.com/title/tt0090667/,0,1986,['Pino Van Lamsweerde'],"['René Goscinny', 'Albert Uderzo']"
6187,Back to School  ,http://us.imdb.com/title/tt0090685/,1,1986,['Alan Metter'],"['Rodney Dangerfield', 'Greg Fields']"
6188,Big Trouble in Little China  ,http://us.imdb.com/title/tt0090728/,3,1986,['John Carpenter'],"['Gary Goldman', 'David Z. Weinstein']"
6189,Blue Velvet  ,http://us.imdb.com/title/tt0090756/,1,1986,['David Lynch'],['David Lynch']
6190,Captain EO  ,http://us.imdb.com/title/tt0090793/,1,1986,['Francis Ford Coppola'],"['George Lucas', 'Rusty Lemorande']"
6191,Children of a Lesser God  ,http://us.imdb.com/title/tt0090830/,3,1986,['Randa Haines'],"['Mark Medoff', 'Hesper Anderson']"
6192,Chopping Mall  ,http://us.imdb.com/title/tt0090837/,3,1986,['Jim Wynorski'],"['Jim Wynorski', 'Steve Mitchell']"
6193,The Clan of the Cave Bear  ,http://us.imdb.com/title/tt0090848/,3,1986,['Michael Chapman'],"['Jean M. Auel', 'John Sayles']"
6194,Critters  ,http://us.imdb.com/title/tt0090887/,2,1986,['Stephen Herek'],"['Domonic Muir', 'Domonic Muir']"
6195,Crocodile Dundee  ,http://us.imdb.com/title/tt0090555/,3,1986,['Peter Faiman'],"['Ken Shadie', 'John Cornell']"
6196,Deadly Friend  ,http://us.imdb.com/title/tt0090917/,2,1986,['Wes Craven'],"['Diana Henstell', 'Bruce Joel Rubin']"
6197,Down by Law ,http://us.imdb.com/title/tt0090967/,1,1986,['Jim Jarmusch'],['Jim Jarmusch']
6198,F/X  ,http://us.imdb.com/title/tt0089118/,1,1986,['Robert Mandel'],"['Robert T. Megginson', 'Gregory Fleeman']"
6199,Ferris Bueller's Day Off  ,http://us.imdb.com/title/tt0091042/,3,1986,['John Hughes'],['John Hughes']
6200,Flight of the Navigator  ,http://us.imdb.com/title/tt0091059/,3,1986,['Randal Kleiser'],"['Mark H. Baker', 'Michael Burton']"
6201,The Fly  ,http://us.imdb.com/title/tt0091064/,2,1986,['David Cronenberg'],"['George Langelaan', 'Charles Edward Pogue']"
6202,From Beyond  ,http://us.imdb.com/title/tt0091083/,3,1986,['Stuart Gordon'],"['H.P. Lovecraft', 'Brian Yuzna']"
6203,The Fugitives  ,http://us.imdb.com/title/tt0091093/,0,1986,['Francis Veber'],['Francis Veber']
6204,The Great Mouse Detective  ,http://us.imdb.com/title/tt0091149/,1,1986,"['Ron Clements', 'Burny Mattinson', '2 more credits']","['Peter Young', 'Vance Gerry']"
6205,Hannah and Her Sisters  ,http://us.imdb.com/title/tt0091167/,3,1986,['Woody Allen'],['Woody Allen']
6206,Highlander  ,http://us.imdb.com/title/tt0091203/,3,1986,['Russell Mulcahy'],"['Gregory Widen', 'Gregory Widen']"
6207,Hour of the Star  ,http://us.imdb.com/title/tt0089297/,3,1985,['Suzana Amaral'],"['Suzana Amaral', 'Clarice Lispector']"
6208,Howard The Duck  ,http://us.imdb.com/title/tt0091225/,3,1986,['Willard Huyck'],"['Steve Gerber', 'Willard Huyck']"
6209,Il caso Moro  ,http://us.imdb.com/title/tt0090805/,0,1986,['Giuseppe Ferrara'],"['Robert Katz', 'Armenia Balducci']"
6210,Jumpin' Jack Flash  ,http://us.imdb.com/title/tt0091306/,3,1986,['Penny Marshall'],"['David Franzoni', 'David Franzoni']"
6211,"The Karate Kid, Part II  ",http://us.imdb.com/title/tt0091326/,1,1986,['John G. Avildsen'],"['Robert Mark Kamen', 'Robert Mark Kamen']"
6212,Kin-Dza-Dza ,http://us.imdb.com/title/tt0091341/,0,1986,['Georgiy Daneliya'],"['Georgiy Daneliya', 'Revaz Gabriadze']"
6213,Labyrinth  ,http://us.imdb.com/title/tt0091369/,3,1986,['Jim Henson'],"['Dennis Lee', 'Jim Henson']"
6214,Little Shop of Horrors  ,http://us.imdb.com/title/tt0091419/,1,1986,['Frank Oz'],"['Howard Ashman', 'Howard Ashman']"
6215,Macskafogo ,http://us.imdb.com/title/tt0179955/,1,1986,['Béla Ternovszky'],['József Nepp']
6216,The Manhattan Project  ,http://us.imdb.com/title/tt0091472/,2,1986,['Marshall Brickman'],"['Marshall Brickman', 'Thomas Baum']"
6217,Manhunter  ,http://us.imdb.com/title/tt0091474/,1,1986,['Michael Mann'],"['Thomas Harris', 'Michael Mann']"
6218,Matador  ,http://us.imdb.com/title/tt0091495/,3,1986,['Pedro Almodóvar'],"['Pedro Almodóvar', 'Jesús Ferrero']"
6219,Maximum Overdrive  ,http://us.imdb.com/title/tt0091499/,2,1986,['Stephen King'],"['Stephen King', 'Stephen King']"
6220,The Mission  ,http://us.imdb.com/title/tt0091530/,0,1986,['Roland Joffé'],['Robert Bolt']
6221,The Money Pit  ,http://us.imdb.com/title/tt0091541/,2,1986,['Richard Benjamin'],['David Giler']
6222,The Name Of The Rose  ,http://us.imdb.com/title/tt0091605/,0,1986,['Jean-Jacques Annaud'],"['Umberto Eco', 'Andrew Birkin']"
6223,The Parent Trap II ,http://us.imdb.com/title/tt0091721/,3,1986,['Ron Maxwell'],"['Erich Kästner', 'Stu Krieger']"
6224,Peggy Sue Got Married ,http://us.imdb.com/title/tt0091738/,3,1986,['Francis Ford Coppola'],"['Jerry Leichtling', 'Arlene Sarner']"
6225,Peking Opera Blues  ,http://us.imdb.com/title/tt0090952/,3,1986,['Hark Tsui'],['Raymond To']
6226,Pirates  ,http://us.imdb.com/title/tt0091757/,0,1986,['Roman Polanski'],"['John Brownjohn', 'Gérard Brach']"
6227,Platoon  ,http://us.imdb.com/title/tt0091763/,0,1986,['Oliver Stone'],['Oliver Stone']
6228,Police Academy 3: Back in Training  ,http://us.imdb.com/title/tt0091777/,1,1986,['Jerry Paris'],"['Neal Israel', 'Pat Proft']"
6229,Pretty in Pink  ,http://us.imdb.com/title/tt0091790/,3,1986,['Howard Deutch'],['John Hughes']
6230,Project A-ko  ,http://us.imdb.com/title/tt0091794/,3,1986,['Katsuhiko Nishijima'],"['Tomoko Kawasaki', 'Yûji Moriyama']"
6231,Rosa Luxemburg  ,http://us.imdb.com/title/tt0091869/,3,1986,['Margarethe von Trotta'],['Margarethe von Trotta']
6232,Ruthless People  ,http://us.imdb.com/title/tt0091877/,3,1986,"['Jim Abrahams', 'David Zucker', '1 more credit']",['Dale Launer']
6233,Short Circuit  ,http://us.imdb.com/title/tt0091949/,3,1986,['John Badham'],"['S.S. Wilson', 'Brent Maddock']"
6234,SpaceCamp  ,http://us.imdb.com/title/tt0091993/,3,1986,['Harry Winer'],"['Clifford Green', 'Casey T. Mitchell']"
6235,Stand By Me  ,http://us.imdb.com/title/tt0092005/,0,1986,['Rob Reiner'],"['Stephen King', 'Raynold Gideon']"
6236,Star Trek IV:  The Voyage Home  ,http://us.imdb.com/title/tt0092007/,3,1986,['Leonard Nimoy'],"['Gene Roddenberry', 'Leonard Nimoy']"
6237,Tenkû no shiro Rapyuta  ,http://us.imdb.com/title/tt0092067/,3,1986,['Hayao Miyazaki'],['Hayao Miyazaki']
6238,Top Gun ,http://us.imdb.com/title/tt0092099/,2,1986,['Tony Scott'],"['Jim Cash', 'Jack Epps Jr.']"
6239,The Transformers: The Movie  ,http://us.imdb.com/title/tt0092106/,0,1986,['Nelson Shin'],['Ron Friedman']
6240,When the Wind Blows  ,http://us.imdb.com/title/tt0090315/,0,1986,['Jimmy T. Murakami'],"['Raymond Briggs', 'Raymond Briggs']"
6241,A Chorus Line  ,http://us.imdb.com/title/tt0088915/,3,1985,['Richard Attenborough'],"['Arnold Schulman', 'Michael Bennett']"
6242,A Nightmare on Elm Street 2: Freddy's Revenge  ,http://us.imdb.com/title/tt0089686/,3,1985,['Jack Sholder'],"['David Chaskin', 'Wes Craven']"
6243,A Room with a View  ,http://us.imdb.com/title/tt0091867/,3,1985,['James Ivory'],"['E.M. Forster', 'Ruth Prawer Jhabvala']"
6244,A View to a Kill  ,http://us.imdb.com/title/tt0090264/,1,1985,['John Glen'],"['Richard Maibaum', 'Michael G. Wilson']"
6245,After Hours  ,http://us.imdb.com/title/tt0088680/,2,1985,['Martin Scorsese'],['Joseph Minion']
6246,Agnes of God ,http://us.imdb.com/title/tt0088683/,3,1985,['Norman Jewison'],"['John Pielmeier', 'John Pielmeier']"
6247,Angel's Egg  ,http://us.imdb.com/title/tt0208502/,0,1985,['Mamoru Oshii'],"['Yoshitaka Amano', 'Mamoru Oshii']"
6248,Anne of Green Gables ,http://us.imdb.com/title/tt0088727/,3,None,"['Megan Follows', 'Colleen Dewhurst', 'Richard Farnsworth', 'See full cast & crew']",None
6249,Astérix et la Surprise de Céasar (Asterix vs. Caesar)  ,http://us.imdb.com/title/tt0088748/,0,1985,"['Gaëtan Brizzi', 'Paul Brizzi']","['René Goscinny', 'Albert Uderzo']"
6250,Back to the Future  ,http://us.imdb.com/title/tt0088763/,2,1985,['Robert Zemeckis'],"['Robert Zemeckis', 'Bob Gale']"
6251,Barbarian Queen  ,http://us.imdb.com/title/tt0088771/,3,1985,['Héctor Olivera'],['Howard R. Cohen']
6252,Bebukottak ,http://us.imdb.com/title/tt2292794/,0,1985,['András Monory Mész'],['András Monory Mész']
6253,Better Off Dead  ,http://us.imdb.com/title/tt0088794/,3,1985,['Savage Steve Holland'],['Savage Steve Holland']
6254,The Black Cauldron  ,http://us.imdb.com/title/tt0088814/,3,1985,"['Ted Berman', 'Richard Rich']","['Lloyd Alexander', 'David Jonas']"
6255,Brazil  ,http://us.imdb.com/title/tt0088846/,3,1985,['Terry Gilliam'],"['Terry Gilliam', 'Tom Stoppard']"
6256,The Breakfast Club  ,http://us.imdb.com/title/tt0088847/,3,1985,['John Hughes'],['John Hughes']
6257,The Care Bears Movie  ,http://us.imdb.com/title/tt0088885/,3,1985,['Arna Selznick'],['Peter Sauder']
6258,Clue   ,http://us.imdb.com/title/tt0088930/,3,1985,['Jonathan Lynn'],"['John Landis', 'Jonathan Lynn']"
6259,The Color Purple  ,http://us.imdb.com/title/tt0088939/,3,1985,['Steven Spielberg'],"['Menno Meyjes', 'Alice Walker']"
6260,Come and See ,http://us.imdb.com/title/tt0091251/,0,1985,['Elem Klimov'],"['Ales Adamovich', 'Ales Adamovich']"
6261,Commando ,http://us.imdb.com/title/tt0088944/,1,1985,['Mark L. Lester'],"['Jeph Loeb', 'Matthew Weisman']"
6262,Day of the Dead  ,http://us.imdb.com/title/tt0088993/,0,1985,['George A. Romero'],['George A. Romero']
6263,Desert Hearts  ,http://us.imdb.com/title/tt0089015/,3,1985,['Donna Deitch'],"['Jane Rule', 'Natalie Cooper']"
6264,Desperately Seeking Susan ,http://us.imdb.com/title/tt0089017/,3,1985,['Susan Seidelman'],['Leora Barish']
6265,Detective ,http://us.imdb.com/title/tt0089066/,1,1985,['Jean-Luc Godard'],"['Alain Sarde', 'Philippe Setbon']"
6266,Dim Sum: A Little Bit of Heart ,http://us.imdb.com/title/tt0087150/,3,1985,['Wayne Wang'],['Terrel Seltzer']
6267,Dreamchild  ,http://us.imdb.com/title/tt0089052/,3,1985,['Gavin Millar'],['Dennis Potter']
6268,Enemy Mine  ,http://us.imdb.com/title/tt0089092/,0,1985,['Wolfgang Petersen'],"['Barry Longyear', 'Edward Khmara']"
6269,Esperando la carroza  ,http://us.imdb.com/title/tt0089108/,3,1985,['Alejandro Doria'],"['Alejandro Doria', 'Jacobo Langsner']"
6270,Fandango  ,http://us.imdb.com/title/tt0089126/,0,1985,['Kevin Reynolds'],['Kevin Reynolds']
6271,Flesh+Blood  ,http://us.imdb.com/title/tt0089153/,3,1985,['Paul Verhoeven'],"['Gerard Soeteman', 'Gerard Soeteman']"
6272,Fletch  ,http://us.imdb.com/title/tt0089155/,1,1985,['Michael Ritchie'],"['Gregory McDonald', 'Andrew Bergman']"
6273,Friday the 13th: A New Beginning  ,http://us.imdb.com/title/tt0089173/,3,1985,['Danny Steinmann'],"['Martin Kitrosser', 'David Cohen']"
6274,Fright Night  ,http://us.imdb.com/title/tt0089175/,2,1985,['Tom Holland'],['Tom Holland']
6275,Girls Just Want to Have Fun ,http://us.imdb.com/title/tt0089208/,3,1985,['Alan Metter'],['Amy Spies']
6276,The Goonies  ,http://us.imdb.com/title/tt0089218/,3,1985,['Richard Donner'],"['Chris Columbus', 'Steven Spielberg']"
6277,Howling II: ... Your Sister Is a Werewolf  ,http://us.imdb.com/title/tt0089308/,2,1985,['Philippe Mora'],"['Gary Brandner', 'Robert Sarno']"
6278,Huang tudi (Yellow Earth)  ,http://us.imdb.com/title/tt0087433/,0,1984,['Kaige Chen'],"['Kaige Chen', 'Lan Ke']"
6279,Just One of the Guys  ,http://us.imdb.com/title/tt0089393/,3,1985,['Lisa Gottlieb'],"['Dennis Feldman', 'Jeff Franklin']"
6280,Kiss of the Spider Woman  ,http://us.imdb.com/title/tt0089424/,2,1985,['Hector Babenco'],"['Manuel Puig', 'Leonard Schrader']"
6281,La Negrita: the Miracle of Our Lady of Los Angeles  ,http://us.imdb.com/title/tt5739786/,1,1985,['Richard Yniguez'],['Roxanna Bonilla-Giannini']
6282,Ladyhawke ,http://us.imdb.com/title/tt0089457/,0,1985,['Richard Donner'],"['Edward Khmara', 'Michael Thomas']"
6283,Legend  ,http://us.imdb.com/title/tt0089469/,3,1985,['Ridley Scott'],['William Hjortsberg']
6284,The Legend of Billie Jean  ,http://us.imdb.com/title/tt0089470/,3,1985,['Matthew Robbins'],"['Mark Rosenthal', 'Lawrence Konner']"
6285,Mr Vampire (Geung si sin sang) ,http://us.imdb.com/title/tt0089371/,1,1985,['Ricky Lau'],"['Ricky Lau', 'Cheuk-Hon Szeto']"
6286,My Beautiful Laundrette  ,http://us.imdb.com/title/tt0091578/,2,1985,['Stephen Frears'],['Hanif Kureishi']
6287,Night on the Galactic Railroad  ,http://us.imdb.com/title/tt0089206/,0,1985,"['Gisaburô Sugii', 'Arlen Tarlofsky']","['Kenji Miyazawa', 'Hiroshi Masumura']"
6288,Ninja Terminator  ,http://us.imdb.com/title/tt0199849/,2,1985,['Godfrey Ho'],"['AAV Creative Unit', 'Godfrey Ho']"
6289,The Official Story  ,http://us.imdb.com/title/tt0089276/,3,1985,['Luis Puenzo'],"['Aída Bortnik', 'Luis Puenzo']"
6290,Otac na sluzbenom putu  ,http://us.imdb.com/title/tt0089748/,3,1985,['Emir Kusturica'],['Abdulah Sidran']
